Medicao,,,,,,
id,date,time,z_freq1,z_freq2,z_freq3,structure
5,2021-01-01,11:00:00,1.0453,1.74216,2.78746,Baloico
6,2021-01-02,11:00:00,0.981997,1.96399,2.94599,Baloico
7,2021-01-03,11:00:00,1.02339,1.46199,2.04678,Baloico
8,2021-01-04,11:00:00,0.992908,1.34752,2.05674,Baloico
9,2021-01-05,11:00:00,0.96,1.92,2.88,Baloico
10,2021-01-06,11:00:00,1.02639,2.05279,2.93255,Baloico
11,2021-01-07,11:00:00,0.977199,1.9544,2.9316,Baloico
12,2021-01-08,11:00:00,0.965517,1.93103,2.89655,Baloico
13,2021-01-09,11:00:00,1.10092,2.01835,3.11927,Baloico
14,2021-01-10,11:00:00,1.04046,2.08092,2.89017,Baloico
22,2021-01-11,11:00:00,1.01449,1.88406,2.75362,Baloico
23,2021-01-12,11:00:00,0.912409,2.0073,2.91971,Baloico
30,2021-09-15,12:00:00,5.21127,9.29577,20.2817,passagemRigidaCG
31,2021-09-15,12:05:00,5.16796,9.30233,20.2842,passagemRigidaCG
32,2021-09-15,12:10:00,5.25641,9.35897,20.2564,passagemRigidaCG
33,2021-09-15,12:15:00,5.38793,9.26724,20.2586,passagemRigidaCG
34,2021-09-15,12:20:00,5.52147,9.40695,20.0409,passagemRigidaCG
35,2021-09-15,12:25:00,5.26316,9.17293,20.3008,passagemRigidaCG
36,2021-09-15,12:30:00,5.30035,9.36396,20.318,passagemRigidaCG
37,2021-09-15,12:35:00,5.10783,9.3076,20.3178,passagemRigidaCG
38,2021-09-15,12:40:00,5.30368,9.32421,20.2737,passagemRigidaCG
39,2021-09-15,12:45:00,5.22541,9.42623,20.2869,passagemRigidaCG
40,2021-09-15,12:50:00,5.27927,9.33435,20.352,passagemRigidaCG
41,2021-09-15,12:55:00,5.26932,9.71897,20.2576,passagemRigidaCG
42,2021-09-15,13:00:00,5.21236,9.45946,20.2703,passagemRigidaCG
43,2021-09-15,13:05:00,5.27307,9.46328,20.2448,passagemRigidaCG
44,2021-09-15,13:10:00,5.19481,9.50103,20.3008,passagemRigidaCG
45,2021-09-15,13:15:00,5.24017,9.38865,20.1965,passagemRigidaCG
46,2021-10-08,14:40:00,1.03788,2.07577,4.56668,Itacaiunas Nova E5
47,2021-10-08,15:00:00,1.04799,2.09597,4.57805,Itacaiunas Nova E5
48,2021-10-08,15:20:00,1.05234,2.07699,4.54168,Itacaiunas Nova E5
49,2021-10-08,15:40:00,1.02201,2.08333,4.55975,Itacaiunas Nova E5
50,2021-10-08,16:00:00,1.06007,2.12014,4.68198,Itacaiunas Nova E5
51,2021-10-08,14:00:00,1.77239,2.05224,2.89179,Itacaiunas Nova E2
52,2021-10-08,14:20:00,1.73776,2.05371,2.89626,Itacaiunas Nova E2
56,2021-10-08,15:30:00,2.63158,2.88221,3.82206,Itacaiunas Velha E2
57,2021-10-08,15:30:00,1.46765,2.86858,5.87058,Itacaiúnas velha E5
58,2021-10-08,15:40:00,1.71504,2.04485,2.90237,Itacaiunas Nova E2
59,2021-10-08,16:20:00,1.0566,2.03774,4.5283,Itacaiunas Nova E5
60,2021-10-08,17:00:00,1.7134,2.1028,2.88162,Itacaiunas Nova E2
61,2021-10-11,14:11:00,1.77665,2.03046,2.91878,Itacaiunas Nova E2
62,2021-10-11,14:20:00,1.76651,2.07373,2.91859,Itacaiunas Nova E2
63,2021-10-11,14:25:00,1.07239,2.09115,4.61126,Itacaiunas Nova E5
65,2021-10-11,14:30:00,1.04322,2.08644,4.54545,Itacaiunas Nova E5
67,2021-10-11,14:35:00,1.01967,2.03933,4.58849,Itacaiunas Nova E5
68,2021-10-11,14:37:00,1.66359,1.84843,2.77264,Itacaiunas Nova E2
69,2021-10-11,14:40:00,1.76871,2.04082,2.85714,Itacaiunas Nova E2
70,2021-10-11,14:43:00,1.60428,2.13904,2.85205,Itacaiunas Nova E2
71,2021-10-11,17:40:00,1.03627,2.07254,4.62867,Itacaiunas Nova E5
72,2021-10-11,14:43:00,1.48368,2.86845,5.83581,Itacaiúnas velha E5
73,2021-10-11,14:48:00,1.44796,2.80543,5.79186,Itacaiúnas velha E5
74,2021-10-11,18:00:00,1.03941,2.03551,4.59073,Itacaiunas Nova E5
75,2021-10-11,14:50:00,1.36752,2.73504,5.81197,Itacaiúnas velha E5
76,2021-10-11,14:52:00,1.45719,2.73224,5.82878,Itacaiúnas velha E5
77,2021-10-11,14:55:00,1.65094,2.12264,2.83019,Itacaiunas Nova E2
78,2021-10-11,18:20:00,1.03,2.06001,4.56785,Itacaiunas Nova E5
79,2021-10-11,14:58:00,1.74081,2.12766,2.90135,Itacaiunas Nova E2
80,2021-10-11,14:56:00,1.5,2.875,5.75,Itacaiúnas velha E5
81,2021-10-11,15:00:00,1.42653,2.85307,5.70613,Itacaiúnas velha E5
83,2021-10-11,15:03:00,1.3986,2.7972,5.76923,Itacaiúnas velha E5
84,2021-10-11,18:40:00,1.06082,2.12164,4.52617,Itacaiunas Nova E5
85,2021-10-11,15:08:00,1.5873,2.77778,5.75397,Itacaiúnas velha E5
86,2021-10-11,15:11:00,1.78384,2.09864,2.93809,Itacaiunas Nova E2
87,2021-10-11,15:12:00,1.51844,2.81996,5.85683,Itacaiúnas velha E5
88,2021-10-11,19:00:00,1.03682,2.07364,4.59162,Itacaiunas Nova E5
89,2021-10-11,15:16:00,1.51515,2.86195,5.72391,Itacaiúnas velha E5
90,2021-10-11,15:18:00,1.73243,2.11742,2.88739,Itacaiunas Nova E2
91,2021-10-11,15:20:00,1.47275,2.79823,5.89102,Itacaiúnas velha E5
92,2021-10-11,15:24:00,1.86782,2.01149,2.87356,Itacaiunas Nova E2
93,2021-10-11,15:25:00,1.35338,2.85714,5.86466,Itacaiúnas velha E5
94,2021-10-11,15:28:00,1.78971,2.01342,2.90828,Itacaiunas Nova E2
95,2021-10-11,15:19:00,2.58435,2.8715,3.80474,Itacaiunas Velha E2
96,2021-10-11,10:00:00,1.05469,2.07031,4.57031,Itacaiunas Nova E5
97,2021-10-11,15:30:00,1.36054,3.06122,5.78231,Itacaiúnas velha E5
98,2021-10-11,15:32:00,1.41844,2.83688,5.67376,Itacaiúnas velha E5
99,2021-10-11,15:36:00,1.5625,2.1875,2.8125,Itacaiunas Nova E2
100,2021-10-11,15:35:00,1.44928,2.89855,5.7971,Itacaiúnas velha E5
101,2021-10-11,15:35:00,2.58876,2.81065,3.77219,Itacaiunas Velha E2
102,2021-10-11,15:37:00,1.56951,2.9148,5.8296,Itacaiúnas velha E5
103,2021-10-11,10:20:00,1.02676,2.05352,4.57374,Itacaiunas Nova E5
104,2021-10-11,15:40:00,1.75,2,2.875,Itacaiunas Nova E2
105,2021-10-11,15:39:00,2.63809,2.80297,3.79225,Itacaiunas Velha E2
106,2021-10-11,15:43:00,1.71184,2.1398,2.99572,Itacaiunas Nova E2
107,2021-10-11,15:42:00,1.44144,2.88288,5.76577,Itacaiúnas velha E5
108,2021-10-11,15:45:00,2.54848,2.77008,3.82271,Itacaiunas Velha E2
109,2021-10-11,15:47:00,1.44578,2.89157,5.78313,Itacaiúnas velha E5
110,2021-10-11,15:51:00,1.62016,2.07021,2.88029,Itacaiunas Nova E2
111,2021-10-11,15:52:00,1.47783,2.75862,5.81281,Itacaiúnas velha E5
112,2021-10-11,10:40:00,1.03774,2.07547,4.5283,Itacaiunas Nova E5
113,2021-10-11,15:54:00,1.67785,2.68456,5.7047,Itacaiúnas velha E5
114,2021-10-11,15:58:00,1.72031,2.05327,2.88568,Itacaiunas Nova E2
115,2021-10-11,16:03:00,1.72414,1.91571,2.87356,Itacaiunas Nova E2
116,2021-10-11,16:01:00,1.4245,2.849,5.84046,Itacaiúnas velha E5
117,2021-10-11,16:06:00,1.43198,2.86396,5.72792,Itacaiúnas velha E5
118,2021-10-11,11:00:00,1.06794,2.08065,4.51114,Itacaiunas Nova E5
119,2021-10-11,16:12:00,1.71674,2.03863,2.897,Itacaiunas Nova E2
120,2021-10-11,11:20:00,1.0322,2.06441,4.5417,Itacaiunas Nova E5
121,2021-10-11,11:19:00,1.49254,2.98507,5.67164,Itacaiúnas velha E5
122,2021-10-11,16:16:00,1.75676,2.02703,2.83784,Itacaiunas Nova E2
124,2021-10-11,16:19:00,1.77215,2.02532,2.78481,Itacaiunas Nova E2
125,2021-10-11,16:20:00,1.38122,2.76243,6.07735,Itacaiúnas velha E5
126,2021-10-11,16:23:00,1.87713,2.04778,2.90102,Itacaiunas Nova E2
127,2021-10-11,16:27:00,1.8797,2.13033,2.88221,Itacaiunas Nova E2
128,2021-10-11,16:33:00,1.73841,2.06954,2.89735,Itacaiunas Nova E2
129,2021-10-11,16:38:00,1.75651,1.99879,2.90733,Itacaiunas Nova E2
130,2021-10-11,16:46:00,1.76678,2.06125,2.88575,Itacaiunas Nova E2
131,2021-10-11,16:53:00,1.6537,1.99416,2.91829,Itacaiunas Nova E2
132,2021-10-11,17:05:00,1.07066,2.14133,4.28266,Itacaiunas Nova E5
133,2021-10-11,17:10:00,1.0101,2.0202,4.6176,Itacaiunas Nova E5
134,2021-10-11,17:14:00,0.989283,2.06101,4.53421,Itacaiunas Nova E5
135,2021-10-11,17:20:00,1.00942,2.08614,4.57604,Itacaiunas Nova E5
136,2021-10-11,17:23:00,1.04662,2.09324,4.56708,Itacaiunas Nova E5
137,2021-10-11,17:31:00,1.08475,2.0339,4.27119,Itacaiunas Nova E5
138,2021-10-11,17:40:00,1.02599,2.05198,4.58276,Itacaiunas Nova E5
139,2021-10-11,17:37:00,2.60563,2.8169,3.80282,Itacaiunas Velha E2
140,2021-10-11,17:45:00,1.07143,2.07143,4.57143,Itacaiunas Nova E5
141,2021-10-11,17:44:00,2.59179,2.80778,3.7797,Itacaiunas Velha E2
142,2021-10-11,17:48:00,2.60085,2.76008,3.82166,Itacaiunas Velha E2
143,2021-10-11,17:52:00,1.02602,2.05203,4.76365,Itacaiunas Nova E5
144,2021-10-11,17:54:00,2.66115,2.83856,3.78474,Itacaiunas Velha E2
145,2021-10-11,17:58:00,1.00792,2.08783,4.60763,Itacaiunas Nova E5
146,2021-10-11,17:59:00,2.6362,2.81195,3.80785,Itacaiunas Velha E2
147,2021-10-11,18:02:00,2.68456,2.80659,3.78279,Itacaiunas Velha E2
148,2021-10-11,18:16:00,1.13636,2.14646,4.67172,Itacaiunas Nova E5
149,2021-10-11,18:22:00,1.00619,2.08978,4.56656,Itacaiunas Nova E5
150,2021-10-12,8:42:00,2.64858,2.84238,3.87597,Itacaiunas Velha E2
151,2021-10-12,8:49:00,2.64256,2.87436,3.8943,Itacaiunas Velha E2
152,2021-10-12,8:56:00,2.66667,2.8,3.82222,Itacaiunas Velha E2
153,2021-10-12,9:00:00,2.67131,2.84553,3.83275,Itacaiunas Velha E2
154,2021-10-12,9:06:00,2.63289,2.83159,3.87481,Itacaiunas Velha E2
155,2021-10-12,9:12:00,2.65781,2.80019,3.89179,Itacaiunas Velha E2
156,2021-10-12,9:16:00,2.6545,2.86188,3.85732,Itacaiunas Velha E2
157,2021-10-12,9:20:00,2.63331,2.83081,3.8183,Itacaiunas Velha E2
158,2021-10-12,9:26:00,2.6455,2.8379,3.848,Itacaiunas Velha E2
159,2021-10-12,9:47:00,2.62407,2.85225,3.82202,Itacaiunas Velha E2
160,2021-10-12,9:55:00,2.61984,2.84281,3.84615,Itacaiunas Velha E2
161,2021-10-12,10:17:00,2.64862,2.88405,3.82578,Itacaiunas Velha E2
162,2021-10-12,10:17:00,1.50141,2.84642,5.72412,Itacaiúnas velha E5
163,2021-10-12,10:28:00,2.62238,2.85548,3.84615,Itacaiunas Velha E2
164,2021-10-12,10:28:00,1.49338,2.83554,5.97354,Itacaiúnas velha E5
165,2021-10-12,10:42:00,2.59665,2.82747,3.80842,Itacaiunas Velha E2
166,2021-10-12,10:41:00,1.48251,2.82604,5.79106,Itacaiúnas velha E5
167,2021-10-12,10:48:00,2.6424,2.81856,3.87551,Itacaiunas Velha E2
168,2021-10-12,10:51:00,1.47059,2.83976,5.88235,Itacaiúnas velha E5
169,2021-10-12,10:55:00,1.47783,2.85714,5.81281,Itacaiúnas velha E5
170,2021-10-12,11:01:00,1.49701,2.88174,5.87575,Itacaiúnas velha E5
171,2021-10-12,11:05:00,2.658,2.8352,3.89841,Itacaiunas Velha E2
172,2021-10-12,11:12:00,1.47293,2.82643,5.85191,Itacaiúnas velha E5
173,2021-10-12,11:16:00,1.46699,2.8423,5.89853,Itacaiúnas velha E5
174,2021-10-12,11:22:00,2.65727,2.81996,3.85033,Itacaiunas Velha E2
175,2021-10-12,11:22:00,1.4741,2.82869,5.85657,Itacaiúnas velha E5
176,2021-10-12,11:27:00,2.60532,2.82705,3.82483,Itacaiunas Velha E2
177,2021-10-12,11:32:00,1.49017,2.85352,5.86557,Itacaiúnas velha E5
178,2021-10-12,11:36:00,2.64045,2.86517,3.82022,Itacaiunas Velha E2
179,2021-10-12,11:34:00,1.44988,2.85833,5.84093,Itacaiúnas velha E5
180,2021-10-12,14:11:00,2.60361,2.81615,3.82572,Itacaiunas Velha E2
181,2021-10-12,11:45:00,2.60266,2.83401,3.81724,Itacaiunas Velha E2
182,2021-10-12,14:15:00,2.60736,2.86299,3.78323,Itacaiunas Velha E2
183,2021-10-12,14:17:00,1.48423,2.78293,5.75139,Itacaiúnas velha E5
184,2021-10-12,14:19:00,1.52091,2.85171,5.89354,Itacaiúnas velha E5
185,2021-10-12,14:22:00,1.51229,2.83554,5.86011,Itacaiúnas velha E5
186,2021-10-12,14:27:00,2.68356,2.83265,3.80171,Itacaiunas Velha E2
187,2021-10-12,14:29:00,1.5625,2.90179,5.80357,Itacaiúnas velha E5
188,2021-10-12,14:31:00,1.50862,2.80172,5.81897,Itacaiúnas velha E5
189,2021-10-12,14:33:00,1.42276,2.84553,5.69106,Itacaiúnas velha E5
190,2021-10-12,14:35:00,2.72225,2.84985,3.82816,Itacaiunas Velha E2
191,2021-10-12,14:46:00,2.66066,2.8244,3.80679,Itacaiunas Velha E2
192,2021-10-12,14:48:00,1.39276,2.50696,5.84958,Itacaiúnas velha E5
193,2021-10-12,14:51:00,1.5748,2.88714,5.77428,Itacaiúnas velha E5
194,2021-10-12,14:53:00,2.66017,2.81004,3.82166,Itacaiunas Velha E2
195,2021-10-12,14:55:00,1.54321,2.77778,5.8642,Itacaiúnas velha E5
196,2021-10-12,14:57:00,1.64319,2.8169,5.86854,Itacaiúnas velha E5
197,2021-10-12,15:00:00,1.5444,2.7027,5.79151,Itacaiúnas velha E5
198,2021-10-12,15:03:00,2.61163,2.82224,3.70682,Itacaiunas Velha E2
199,2021-10-12,15:04:00,1.4652,2.9304,5.86081,Itacaiúnas velha E5
200,2021-10-12,15:08:00,1.47601,2.95203,5.90406,Itacaiúnas velha E5
201,2021-10-12,15:13:00,2.65849,2.86299,3.81731,Itacaiunas Velha E2
203,2021-10-12,15:18:00,2.63464,2.82836,3.79698,Itacaiunas Velha E2
204,2021-10-12,15:25:00,2.5641,2.79035,3.80845,Itacaiunas Velha E2
205,2021-10-12,15:28:00,1.42566,2.85132,5.90631,Itacaiúnas velha E5
206,2021-10-12,15:31:00,1.58228,2.8481,5.6962,Itacaiúnas velha E5
207,2021-10-12,15:34:00,2.63746,2.81627,3.82208,Itacaiunas Velha E2
208,2021-10-12,15:38:00,1.65485,2.83688,5.67376,Itacaiúnas velha E5
209,2021-10-12,15:40:00,2.63605,2.76361,3.82653,Itacaiunas Velha E2
210,2021-10-12,15:46:00,2.60342,2.78174,3.78031,Itacaiunas Velha E2
211,2021-10-12,15:50:00,2.62518,2.86825,3.79193,Itacaiunas Velha E2
212,2021-10-12,16:00:00,1.48699,2.97398,5.20446,Itacaiúnas velha E5
213,2021-10-12,16:05:00,2.57193,2.83348,3.7925,Itacaiunas Velha E2
214,2021-10-12,16:12:00,2.66422,2.84796,3.81259,Itacaiunas Velha E2
215,2021-10-12,16:43:00,2.57298,2.77091,3.80999,Itacaiunas Velha E2
216,2021-10-12,16:47:00,2.65823,2.78481,3.75527,Itacaiunas Velha E2
217,2021-10-12,16:56:00,2.55383,2.75413,3.80571,Itacaiunas Velha E2
218,2021-10-12,17:12:00,2.6561,2.8425,3.77446,Itacaiunas Velha E2
219,2021-10-12,17:18:00,2.66538,2.82595,3.75723,Itacaiunas Velha E2
220,2021-10-12,17:26:00,2.69001,2.8181,3.80017,Itacaiunas Velha E2
221,2021-10-13,10:46:00,1.15473,2.07852,4.61894,Itacaiunas Nova E5
222,2021-10-13,10:49:00,1.08359,2.01238,4.48916,Itacaiunas Nova E5
223,2021-10-13,10:43:00,1.71053,2.10526,3.02632,Itacaiunas Nova E2
224,2021-10-13,10:53:00,1.04384,2.08768,4.5929,Itacaiunas Nova E5
225,2021-10-13,10:56:00,1.05263,2.10526,4.66165,Itacaiunas Nova E5
226,2021-10-13,10:54:00,1.72619,2.08333,2.91667,Itacaiunas Nova E2
227,2021-10-13,10:58:00,1.059,2.118,4.53858,Itacaiunas Nova E5
228,2021-10-13,11:00:00,1.04167,2.08333,4.58333,Itacaiunas Nova E5
229,2021-10-13,11:02:00,1.04895,2.0979,4.54545,Itacaiunas Nova E5
230,2021-10-13,11:00:00,1.76027,1.96982,2.89187,Itacaiunas Nova E2
231,2021-10-13,11:05:00,1.07858,2.00308,4.46841,Itacaiunas Nova E5
232,2021-10-13,11:10:00,1.10906,2.03327,4.62107,Itacaiunas Nova E5
233,2021-10-13,11:07:00,1.68213,2.08817,2.90023,Itacaiunas Nova E2
234,2021-10-13,11:15:00,1.06383,2.12766,4.60993,Itacaiunas Nova E5
235,2021-10-13,11:13:00,1.71799,2.07455,2.85251,Itacaiunas Nova E2
236,2021-10-13,11:17:00,1.15207,2.07373,4.60829,Itacaiunas Nova E5
237,2021-10-13,11:20:00,1.13636,2.11039,4.54545,Itacaiunas Nova E5
238,2021-10-13,11:22:00,1.13422,2.0794,4.53686,Itacaiunas Nova E5
239,2021-10-13,11:26:00,1.05079,2.10158,4.37828,Itacaiunas Nova E5
240,2021-10-13,11:23:00,1.73144,2.07772,2.9242,Itacaiunas Nova E2
241,2021-10-13,11:29:00,1.06545,2.1309,4.56621,Itacaiunas Nova E5
242,2021-10-13,11:32:00,1.07817,2.02156,4.58221,Itacaiunas Nova E5
243,2021-10-13,11:29:00,1.70394,2.07668,2.8754,Itacaiunas Nova E2
244,2021-10-13,11:35:00,1.07362,2.14724,4.60123,Itacaiunas Nova E5
245,2021-10-13,11:37:00,1.12903,2.09677,4.51613,Itacaiunas Nova E5
246,2021-10-13,11:39:00,1.04167,2.08333,4.51389,Itacaiunas Nova E5
247,2021-10-13,11:36:00,1.70358,2.08688,2.93867,Itacaiunas Nova E2
248,2021-10-13,11:41:00,1.03093,2.06186,4.46735,Itacaiunas Nova E5
249,2021-10-13,11:46:00,1.0929,2.00364,4.55373,Itacaiunas Nova E5
250,2021-10-13,11:49:00,1.01351,2.02703,4.56081,Itacaiunas Nova E5
251,2021-10-13,11:46:00,1.7193,2.07018,2.91228,Itacaiunas Nova E2
252,2021-10-13,11:53:00,1.05448,2.10896,4.56942,Itacaiunas Nova E5
253,2021-10-13,11:53:00,1.76471,2.07843,2.94118,Itacaiunas Nova E2
254,2021-10-13,11:55:00,1.07914,2.15827,4.67626,Itacaiunas Nova E5
255,2021-10-13,16:13:00,1.73042,2.09472,2.91439,Itacaiunas Nova E2
256,2021-10-13,16:16:00,1.77353,2.04638,2.86494,Itacaiunas Nova E2
257,2021-10-13,16:16:00,1.0469,2.05193,4.56449,Itacaiunas Nova E5
258,2021-10-13,16:19:00,1.73267,2.10396,2.9703,Itacaiunas Nova E2
259,2021-10-13,16:22:00,1.72811,2.07373,2.88018,Itacaiunas Nova E2
260,2021-10-13,16:25:00,1.7094,2.08927,2.94397,Itacaiunas Nova E2
261,2021-10-13,16:28:00,1.77268,2.08551,2.91971,Itacaiunas Nova E2
262,2021-10-13,16:31:00,1.72589,2.03046,2.74112,Itacaiunas Nova E2
263,2021-10-13,16:21:00,1.04693,2.09386,4.58484,Itacaiunas Nova E5
264,2021-10-13,16:37:00,1.73536,2.06074,2.92842,Itacaiunas Nova E2
265,2021-10-13,16:40:00,1.7341,2.08092,2.77457,Itacaiunas Nova E2
266,2021-10-13,16:34:00,1.01958,2.07993,4.52692,Itacaiunas Nova E5
267,2021-10-13,16:43:00,1.80467,2.12314,2.9724,Itacaiunas Nova E2
268,2021-10-13,16:44:00,1.06717,2.07156,4.457,Itacaiunas Nova E5
269,2021-10-13,16:49:00,1.76899,2.08117,2.91363,Itacaiunas Nova E2
270,2021-10-13,16:52:00,1.68599,2.00211,2.95047,Itacaiunas Nova E2
271,2021-10-13,16:47:00,1.03996,2.07991,4.70717,Itacaiunas Nova E5
272,2021-10-13,16:55:00,1.73293,2.14067,2.95617,Itacaiunas Nova E2
273,2021-10-13,17:00:00,1.7418,2.04918,2.86885,Itacaiunas Nova E2
274,2021-10-13,17:06:00,1.76166,2.07254,2.59067,Itacaiunas Nova E2
275,2021-10-13,17:09:00,1.78771,2.12291,2.90503,Itacaiunas Nova E2
276,2021-10-13,17:12:00,1.67891,2.09864,2.93809,Itacaiunas Nova E2
277,2021-10-13,17:01:00,1.04255,2.05692,4.56467,Itacaiunas Nova E5
278,2021-10-13,17:15:00,1.04857,2.06954,4.58057,Itacaiunas Nova E5
279,2021-10-13,17:21:00,1.05079,2.05779,4.5972,Itacaiunas Nova E5
280,2021-10-13,17:26:00,1.05356,2.06321,4.52151,Itacaiunas Nova E5
281,2021-10-13,17:37:00,1.76991,2.01126,2.89622,Itacaiunas Nova E2
282,2021-10-13,17:01:00,1.03428,2.06856,4.46217,Itacaiunas Nova E5
283,2021-10-13,17:37:00,1.72043,2.04301,2.90323,Itacaiunas Nova E2
284,2021-10-13,17:42:00,1.74359,2.05128,2.87179,Itacaiunas Nova E2
285,2021-10-13,17:40:00,1.03232,2.10952,4.53321,Itacaiunas Nova E5
286,2021-10-13,17:45:00,1.72764,2.03252,2.84553,Itacaiunas Nova E2
287,2021-10-13,17:47:00,1.70068,2.04082,2.94785,Itacaiunas Nova E2
289,2021-10-13,17:48:00,1.0181,2.0362,4.6003,Itacaiunas Nova E5
290,2021-10-13,17:54:00,1.0425,2.085,4.57097,Itacaiunas Nova E5
291,2021-10-13,18:21:00,1.75631,2.08562,2.85401,Itacaiunas Nova E2
292,2021-10-13,18:24:00,1.74292,2.06972,2.94118,Itacaiunas Nova E2
293,2021-10-13,18:26:00,1.68776,2.1097,2.8481,Itacaiunas Nova E2
294,2021-10-13,18:30:00,1.78759,1.9979,2.83912,Itacaiunas Nova E2
295,2021-10-13,18:36:00,1.72043,2.15054,2.90323,Itacaiunas Nova E2
296,2021-10-13,18:41:00,1.68421,2.10526,2.94737,Itacaiunas Nova E2
297,2021-10-13,18:48:00,1.72414,2.01149,2.87356,Itacaiunas Nova E2
298,2021-10-13,18:51:00,1.71717,2.0202,3.0303,Itacaiunas Nova E2
299,2021-10-13,18:55:00,1.66016,2.05078,2.63672,Itacaiunas Nova E2
300,2021-10-13,18:57:00,1.68382,2.058,2.99345,Itacaiunas Nova E2
